inc[2] x BL5905 (ON->ON->ON),57.200000000000003,44.799999999999997
inc[2] x BL5905 (OFF->ON->OFF),47.399999999999999,31.0
inc[2] x BL5905 (OFF->OFF->OFF),40.799999999999997,16.0,47.200000000000003
inc[2] x w1118; tub-QS; nsyb-Gal4QF (ON->ON->ON),65.0,51.600000000000001,46.399999999999999,39.399999999999999,55.200000000000003
inc[2] x w1118; tub-QS; nsyb-Gal4QF (ON->OFF->ON),54.600000000000001
inc[2] x w1118; tub-QS; nsyb-Gal4QF (OFF->ON->OFF),35.200000000000003,38.399999999999999,40.0,36.600000000000001,32.200000000000003
inc[2] x w1118; tub-QS; nsyb-Gal4QF (OFF->OFF->OFF),50.799999999999997,34.799999999999997,44.799999999999997
BL5905 x BL5905 (ON->ON->ON),30.0,19.800000000000001,37.399999999999999,19.800000000000001,31.0,30.0,29.399999999999999,28.0,27.800000000000001,37.0,26.399999999999999,37.799999999999997,20.600000000000001,25.800000000000001,13.4,19.800000000000001,26.600000000000001
BL5905 x BL5905 (ON->OFF->ON),19.600000000000001,33.0,26.800000000000001,17.199999999999999,26.0,20.399999999999999,26.0,17.399999999999999,20.399999999999999,17.199999999999999,24.399999999999999,23.399999999999999,22.199999999999999,26.199999999999999,31.800000000000001,34.799999999999997,31.399999999999999
BL5905 x BL5905 (OFF->ON->OFF),12.800000000000001,15.0,16.600000000000001,14.4,19.0,17.0,20.800000000000001,18.800000000000001,10.199999999999999,15.800000000000001,23.399999999999999,10.0,31.199999999999999,14.0,33.799999999999997
BL5905 x BL5905 (OFF->OFF->OFF),15.800000000000001,29.800000000000001,15.4,22.0,13.800000000000001,14.4,15.0,24.800000000000001,17.0,14.199999999999999,58.200000000000003,19.399999999999999,19.600000000000001,12.0,16.399999999999999
w1118; tub-QS; nsyb-Gal4QF x BL5905 (ON->ON->ON),24.600000000000001,17.600000000000001,21.600000000000001
w1118; tub-QS; nsyb-Gal4QF x BL5905 (ON->OFF->ON),19.199999999999999,15.4
w1118; tub-QS; nsyb-Gal4QF x BL5905 (OFF->ON->OFF),27.0,27.800000000000001,17.199999999999999,18.0,19.399999999999999,18.800000000000001,21.199999999999999,27.199999999999999,20.800000000000001,20.0,21.800000000000001,20.199999999999999,25.0,19.800000000000001,26.600000000000001,14.6,17.399999999999999,14.4,30.800000000000001,26.199999999999999
w1118; tub-QS; nsyb-Gal4QF x BL5905 (OFF->OFF->OFF),25.0,18.600000000000001,20.0,17.600000000000001,16.399999999999999,19.0,14.0,29.800000000000001,28.199999999999999,23.800000000000001,17.199999999999999,19.600000000000001,18.800000000000001,33.399999999999999,14.199999999999999,20.199999999999999,26.600000000000001,24.600000000000001,18.0,15.4
w1118; tub-QS; nsyb-Gal4QF x w1118; VDRC 18225; UAS-dcr2 (ON->ON->ON),28.199999999999999,37.600000000000001,25.0,35.200000000000003,36.399999999999999
w1118; tub-QS; nsyb-Gal4QF x w1118; VDRC 18225; UAS-dcr2 (ON->OFF->ON),25.0,27.800000000000001
w1118; tub-QS; nsyb-Gal4QF x w1118; VDRC 18225; UAS-dcr2 (OFF->ON->OFF),45.399999999999999,16.199999999999999,36.399999999999999,24.199999999999999,25.399999999999999,24.0,14.4,18.0,17.0,23.399999999999999,21.800000000000001,27.199999999999999,19.399999999999999,15.800000000000001,18.199999999999999,18.399999999999999,23.399999999999999,21.800000000000001,27.800000000000001
w1118; tub-QS; nsyb-Gal4QF x w1118; VDRC 18225; UAS-dcr2 (OFF->OFF->OFF),27.600000000000001,16.600000000000001,16.800000000000001,16.800000000000001,29.800000000000001,23.600000000000001,21.0,21.800000000000001,28.0,15.6,20.600000000000001,17.199999999999999,19.199999999999999,15.0,28.0,21.600000000000001,30.0,15.199999999999999,19.600000000000001,8.4000000000000004
empty
